dataset_id	gse_id_clean	split_id	original_dataset_type	anchor_calibration_external_original	locked_anchor_dataset	selected_production_discovery_dataset	row_is_anchor_phase	production_anchor_row	production_discovery_row	strict_platform_anchor_row	additional_acute_discovery_support_row	final_display_group_v2	final_display_group_reason	manuscript_role	manuscript_claim_group	role_display	manuscript_group	manuscript_interpretation_group	organism_original	organism_clean	tissue	time_h	delivery_platform_original	delivery_platform_clean	control_definition	n_controls	n_delivery	PMID_clean	paper_title_clean	DOI_clean	general_biology	role_note	delta_mean_imrs_z	auc_imrs_z	inclusion_rationale	limitation	split_path	gse_id	acute_late_group	pass	fail_reason
GSE264344	GSE264344	GSE264344_design__T=Muscle__H=24__B=NA__G=delivery_ad26__VS=baseline_0	anchor	anchor	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	Locked anchor	production locked anchor dataset and anchor-phase row	anchor	anchor_discovery	Locked anchor	Locked anchor	anchor	NA	Mus musculus	Muscle	24	delivery_ad26	adenoviral vector	baseline_0	5	5	40162786	Early spatiotemporal evolution of the immune response elicited by adenovirus serotype 26 vector vaccination in mice	10.1128/jvi.00247-25	adenoviral vector vaccination time-course across blood, muscle, and draining lymph node	time_h <= 24: locked anchor discovery evidence	3.5649069751207745	1	Strict anchor used for portability checks and frozen-score validation.	Not independent of the anchor evidence except in leave-one-anchor-out analysis. Organism metadata unavailable in inspected design files.	<upstream_project_root>/00_metadata/verified_metadata/splited/GSE264344_design/GSE264344_design__T=Muscle__H=24__B=NA__G=delivery_ad26__VS=baseline_0.tsv	GSE264344	acute_main	TRUE	NA
GSE264344	GSE264344	GSE264344_design__T=Muscle__H=24__B=NA__G=delivery_ad5__VS=baseline_0	anchor	anchor	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	Locked anchor	production locked anchor dataset and anchor-phase row	anchor	anchor_discovery	Locked anchor	Locked anchor	anchor	NA	Mus musculus	Muscle	24	delivery_ad5	adenoviral vector	baseline_0	5	5	40162786	Early spatiotemporal evolution of the immune response elicited by adenovirus serotype 26 vector vaccination in mice	10.1128/jvi.00247-25	adenoviral vector vaccination time-course across blood, muscle, and draining lymph node	time_h <= 24: locked anchor discovery evidence	3.5245362334746155	1	Strict anchor used for portability checks and frozen-score validation.	Not independent of the anchor evidence except in leave-one-anchor-out analysis. Organism metadata unavailable in inspected design files.	<upstream_project_root>/00_metadata/verified_metadata/splited/GSE264344_design/GSE264344_design__T=Muscle__H=24__B=NA__G=delivery_ad5__VS=baseline_0.tsv	GSE264344	acute_main	TRUE	NA
GSE264344	GSE264344	GSE264344_design__T=dLN__H=24__B=NA__G=delivery_ad26__VS=baseline_0	anchor	anchor	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	Locked anchor	production locked anchor dataset and anchor-phase row	anchor	anchor_discovery	Locked anchor	Locked anchor	anchor	NA	Mus musculus	dLN	24	delivery_ad26	adenoviral vector	baseline_0	5	5	40162786	Early spatiotemporal evolution of the immune response elicited by adenovirus serotype 26 vector vaccination in mice	10.1128/jvi.00247-25	adenoviral vector vaccination time-course across blood, muscle, and draining lymph node	time_h <= 24: locked anchor discovery evidence	3.75024700596753	1	Strict anchor used for portability checks and frozen-score validation.	Not independent of the anchor evidence except in leave-one-anchor-out analysis. Organism metadata unavailable in inspected design files.	<upstream_project_root>/00_metadata/verified_metadata/splited/GSE264344_design/GSE264344_design__T=dLN__H=24__B=NA__G=delivery_ad26__VS=baseline_0.tsv	GSE264344	acute_main	TRUE	NA
GSE264344	GSE264344	GSE264344_design__T=dLN__H=24__B=NA__G=delivery_ad5__VS=baseline_0	anchor	anchor	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	Locked anchor	production locked anchor dataset and anchor-phase row	anchor	anchor_discovery	Locked anchor	Locked anchor	anchor	NA	Mus musculus	dLN	24	delivery_ad5	adenoviral vector	baseline_0	5	5	40162786	Early spatiotemporal evolution of the immune response elicited by adenovirus serotype 26 vector vaccination in mice	10.1128/jvi.00247-25	adenoviral vector vaccination time-course across blood, muscle, and draining lymph node	time_h <= 24: locked anchor discovery evidence	3.164769842555989	1	Strict anchor used for portability checks and frozen-score validation.	Not independent of the anchor evidence except in leave-one-anchor-out analysis. Organism metadata unavailable in inspected design files.	<upstream_project_root>/00_metadata/verified_metadata/splited/GSE264344_design/GSE264344_design__T=dLN__H=24__B=NA__G=delivery_ad5__VS=baseline_0.tsv	GSE264344	acute_main	TRUE	NA
GSE279372	GSE279372	GSE279372_design__T=draining_lymph_nodes__H=24__B=NA__G=GID00110503__VS=baseline_0	anchor	calibration	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	Locked anchor	production locked anchor dataset and anchor-phase row	anchor	anchor_discovery	Locked anchor	Locked anchor	anchor	NA	Mus musculus	draining lymph nodes	24	delivery_250_g_alum_5_g_gi_1_gii_4_vlp_injected	vaccine formulation / LNP or alum/VLP depending split	baseline_0	4	4	NA	NA	NA	acute draining lymph node formulation response	locked anchor; acute discovery context	0.4684414966881426	0.6875	Non-strict acute calibration dataset; supports external acute validation without expanding anchor set.	Calibration dataset; not counted as a strict anchor. Organism metadata unavailable in inspected design files.	<upstream_project_root>/00_metadata/verified_metadata/splited/GSE279372_design/GSE279372_design__T=draining_lymph_nodes__H=24__B=NA__G=GID00110503__VS=baseline_0.tsv	GSE279372	acute_main	TRUE	NA
GSE279372	GSE279372	GSE279372_design__T=draining_lymph_nodes__H=24__B=NA__G=GID00110754__VS=baseline_0	anchor	calibration	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	Locked anchor	production locked anchor dataset and anchor-phase row	anchor	anchor_discovery	Locked anchor	Locked anchor	anchor	NA	Mus musculus	draining lymph nodes	24	delivery_125_g_lnps_5_g_gi_1_gii_4_vlp_injected	vaccine formulation / LNP or alum/VLP depending split	baseline_0	4	4	NA	NA	NA	acute draining lymph node formulation response	locked anchor; acute discovery context	22.534933511125143	1	Non-strict acute calibration dataset; supports external acute validation without expanding anchor set.	Calibration dataset; not counted as a strict anchor. Organism metadata unavailable in inspected design files.	<upstream_project_root>/00_metadata/verified_metadata/splited/GSE279372_design/GSE279372_design__T=draining_lymph_nodes__H=24__B=NA__G=GID00110754__VS=baseline_0.tsv	GSE279372	acute_main	TRUE	NA
GSE279372	GSE279372	GSE279372_design__T=draining_lymph_nodes__H=24__B=NA__G=GID00114748__VS=baseline_0	anchor	calibration	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	Locked anchor	production locked anchor dataset and anchor-phase row	anchor	anchor_discovery	Locked anchor	Locked anchor	anchor	NA	Mus musculus	draining lymph nodes	24	delivery_1000_g_lnps_5_g_gi_1_gii_4_vlp_injected	vaccine formulation / LNP or alum/VLP depending split	baseline_0	4	4	NA	NA	NA	acute draining lymph node formulation response	locked anchor; acute discovery context	28.73023370273408	1	Non-strict acute calibration dataset; supports external acute validation without expanding anchor set.	Calibration dataset; not counted as a strict anchor. Organism metadata unavailable in inspected design files.	<upstream_project_root>/00_metadata/verified_metadata/splited/GSE279372_design/GSE279372_design__T=draining_lymph_nodes__H=24__B=NA__G=GID00114748__VS=baseline_0.tsv	GSE279372	acute_main	TRUE	NA
GSE279372	GSE279372	GSE279372_design__T=draining_lymph_nodes__H=24__B=NA__G=delivery_1000_g_lnps_injected__VS=baseline_0	anchor	calibration	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	Locked anchor	production locked anchor dataset and anchor-phase row	anchor	anchor_discovery	Locked anchor	Locked anchor	anchor	NA	Mus musculus	draining lymph nodes	24	delivery_1000_g_lnps_injected	vaccine formulation / LNP or alum/VLP depending split	baseline_0	4	4	NA	NA	NA	acute draining lymph node formulation response	locked anchor; acute discovery context	28.281184954437517	1	Non-strict acute calibration dataset; supports external acute validation without expanding anchor set.	Calibration dataset; not counted as a strict anchor. Organism metadata unavailable in inspected design files.	<upstream_project_root>/00_metadata/verified_metadata/splited/GSE279372_design/GSE279372_design__T=draining_lymph_nodes__H=24__B=NA__G=delivery_1000_g_lnps_injected__VS=baseline_0.tsv	GSE279372	acute_main	TRUE	NA
GSE279372	GSE279372	GSE279372_design__T=draining_lymph_nodes__H=24__B=NA__G=delivery_250_g_alum_injected__VS=baseline_0	anchor	calibration	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	Locked anchor	production locked anchor dataset and anchor-phase row	anchor	anchor_discovery	Locked anchor	Locked anchor	anchor	NA	Mus musculus	draining lymph nodes	24	delivery_250_g_alum_injected	vaccine formulation / LNP or alum/VLP depending split	baseline_0	4	4	NA	NA	NA	acute draining lymph node formulation response	locked anchor; acute discovery context	-0.521111432394882	0.3125	Non-strict acute calibration dataset; supports external acute validation without expanding anchor set.	Calibration dataset; not counted as a strict anchor. Organism metadata unavailable in inspected design files.	<upstream_project_root>/00_metadata/verified_metadata/splited/GSE279372_design/GSE279372_design__T=draining_lymph_nodes__H=24__B=NA__G=delivery_250_g_alum_injected__VS=baseline_0.tsv	GSE279372	acute_main	TRUE	NA
GSE279372	GSE279372	GSE279372_design__T=draining_lymph_nodes__H=24__B=NA__G=delivery_5_g_gi_1_gii_4_vlp__VS=baseline_0	anchor	calibration	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	Locked anchor	production locked anchor dataset and anchor-phase row	anchor	anchor_discovery	Locked anchor	Locked anchor	anchor	NA	Mus musculus	draining lymph nodes	24	delivery_5_g_gi_1_gii_4_vlp	vaccine formulation / LNP or alum/VLP depending split	baseline_0	4	4	NA	NA	NA	acute draining lymph node formulation response	locked anchor; acute discovery context	2.562748652650221	1	Non-strict acute calibration dataset; supports external acute validation without expanding anchor set.	Calibration dataset; not counted as a strict anchor. Organism metadata unavailable in inspected design files.	<upstream_project_root>/00_metadata/verified_metadata/splited/GSE279372_design/GSE279372_design__T=draining_lymph_nodes__H=24__B=NA__G=delivery_5_g_gi_1_gii_4_vlp__VS=baseline_0.tsv	GSE279372	acute_main	TRUE	NA
GSE279744	GSE279744	GSE279744_design__T=lymph_node__H=6__B=NA__G=delivery_vaccination_with_sm102__VS=baseline_0	anchor	calibration	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	Locked anchor	production locked anchor dataset and anchor-phase row	anchor	anchor_discovery	Locked anchor	Locked anchor	anchor	NA	Mus musculus	lymph node	6	delivery_vaccination_with_sm102	mRNA lipid nanoparticle vaccine	baseline_0	3	3	NA	NA	NA	LNP formulation calibration; lymph node; 6 h	locked anchor; acute LNP formulation / dLN context	56.61527045924109	1	Non-strict acute calibration dataset; supports external acute validation without expanding anchor set.	Calibration dataset; not counted as a strict anchor. Organism metadata unavailable in inspected design files.	<upstream_project_root>/00_metadata/verified_metadata/splited/GSE279744_design/GSE279744_design__T=lymph_node__H=6__B=NA__G=delivery_vaccination_with_sm102__VS=baseline_0.tsv	GSE279744	acute_main	TRUE	NA
GSE279744	GSE279744	GSE279744_design__T=lymph_node__H=6__B=NA__G=delivery_vaccination_with_ssop__VS=baseline_0	anchor	calibration	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	Locked anchor	production locked anchor dataset and anchor-phase row	anchor	anchor_discovery	Locked anchor	Locked anchor	anchor	NA	Mus musculus	lymph node	6	delivery_vaccination_with_ssop	mRNA lipid nanoparticle vaccine	baseline_0	3	3	NA	NA	NA	LNP formulation calibration; lymph node; 6 h	locked anchor; acute LNP formulation / dLN context	13.680287410826422	1	Non-strict acute calibration dataset; supports external acute validation without expanding anchor set.	Calibration dataset; not counted as a strict anchor. Organism metadata unavailable in inspected design files.	<upstream_project_root>/00_metadata/verified_metadata/splited/GSE279744_design/GSE279744_design__T=lymph_node__H=6__B=NA__G=delivery_vaccination_with_ssop__VS=baseline_0.tsv	GSE279744	acute_main	TRUE	NA
GSE39129	GSE39129	GSE39129_design__T=liver__H=4__B=NA__G=delivery_lentiviral_vector_lv__VS=delivery_none	anchor	anchor	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	Locked anchor	production locked anchor dataset and anchor-phase row	anchor	anchor_discovery	Locked anchor	Locked anchor	anchor	NA	Mus musculus	liver	4	delivery_lentiviral_vector_lv_	lentiviral vector	delivery_none	3	3	NA	NA	NA	acute systemic viral vector delivery	locked anchor; mouse liver; 4 h	34.722530908038976	1	Strict anchor used for portability checks and frozen-score validation.	Not independent of the anchor evidence except in leave-one-anchor-out analysis. Organism metadata unavailable in inspected design files.	<upstream_project_root>/00_metadata/verified_metadata/splited/GSE39129_design/GSE39129_design__T=liver__H=4__B=NA__G=delivery_lentiviral_vector_lv__VS=delivery_none.tsv	GSE39129	acute_main	TRUE	NA
GSE119119	GSE119119	GSE119119_design__T=whole_liver__H=4__B=NA__G=GID00069418__VS=WT_uninfected_whole_liver	external	external	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	Primary acute validation	acute validation dataset; acute timing alone does not define discovery-set membership	primary_acute_validation	primary_external_validation	Primary acute validation	Primary acute validation	primary_acute_validation	NA	Mus musculus	whole liver	4	WT_virus_plus_rh9C12_H433A_whole_liver	adenoviral vector / virus-antibody perturbation	WT_uninfected_whole_liver	4	4	NA	NA	NA	acute liver viral perturbation; TRIM21-related context	external acute validation, but interpret with genotype/antibody perturbation context	11.160680267451342	1	External acute validation contrast not used as a strict anchor.	External dataset; interpret with dataset-specific sample size and design constraints. Organism metadata unavailable in inspected design files.	<upstream_project_root>/00_metadata/verified_metadata/splited/GSE119119_design/GSE119119_design__T=whole_liver__H=4__B=NA__G=GID00069418__VS=WT_uninfected_whole_liver.tsv	GSE119119	acute_main	TRUE	NA
GSE119119	GSE119119	GSE119119_design__T=whole_liver__H=4__B=NA__G=GID00088542__VS=TRIM21_KO_uninfected_whole_liver	external	external	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	Primary acute validation	acute validation dataset; acute timing alone does not define discovery-set membership	primary_acute_validation	primary_external_validation	Primary acute validation	Primary acute validation	primary_acute_validation	NA	Mus musculus	whole liver	4	TRIM21_KO_virus_plus_rh9C12_WT_whole_liver	adenoviral vector / virus-antibody perturbation	TRIM21_KO_uninfected_whole_liver	4	4	NA	NA	NA	acute liver viral perturbation; TRIM21-related context	external acute validation, but interpret with genotype/antibody perturbation context	10.144728497024795	1	External acute validation contrast not used as a strict anchor.	External dataset; interpret with dataset-specific sample size and design constraints. Organism metadata unavailable in inspected design files.	<upstream_project_root>/00_metadata/verified_metadata/splited/GSE119119_design/GSE119119_design__T=whole_liver__H=4__B=NA__G=GID00088542__VS=TRIM21_KO_uninfected_whole_liver.tsv	GSE119119	acute_main	TRUE	NA
GSE119119	GSE119119	GSE119119_design__T=whole_liver__H=4__B=NA__G=GID00096342__VS=TRIM21_KO_uninfected_whole_liver	external	external	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	Primary acute validation	acute validation dataset; acute timing alone does not define discovery-set membership	primary_acute_validation	primary_external_validation	Primary acute validation	Primary acute validation	primary_acute_validation	NA	Mus musculus	whole liver	4	TRIM21_KO_virus_plus_rh9C12_H433A_whole_liver	adenoviral vector / virus-antibody perturbation	TRIM21_KO_uninfected_whole_liver	4	4	NA	NA	NA	acute liver viral perturbation; TRIM21-related context	external acute validation, but interpret with genotype/antibody perturbation context	9.804251345714937	1	External acute validation contrast not used as a strict anchor.	External dataset; interpret with dataset-specific sample size and design constraints. Organism metadata unavailable in inspected design files.	<upstream_project_root>/00_metadata/verified_metadata/splited/GSE119119_design/GSE119119_design__T=whole_liver__H=4__B=NA__G=GID00096342__VS=TRIM21_KO_uninfected_whole_liver.tsv	GSE119119	acute_main	TRUE	NA
GSE119119	GSE119119	GSE119119_design__T=whole_liver__H=4__B=NA__G=TRIM21_KO_virus_only_whole_liver__VS=TRIM21_KO_uninfected_whole_liver	external	external	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	Primary acute validation	acute validation dataset; acute timing alone does not define discovery-set membership	primary_acute_validation	primary_external_validation	Primary acute validation	Primary acute validation	primary_acute_validation	NA	Mus musculus	whole liver	4	TRIM21_KO_virus_only_whole_liver	adenoviral vector / virus-antibody perturbation	TRIM21_KO_uninfected_whole_liver	4	4	NA	NA	NA	acute liver viral perturbation; TRIM21-related context	external acute validation, but interpret with genotype/antibody perturbation context	8.694617784859638	1	External acute validation contrast not used as a strict anchor.	External dataset; interpret with dataset-specific sample size and design constraints. Organism metadata unavailable in inspected design files.	<upstream_project_root>/00_metadata/verified_metadata/splited/GSE119119_design/GSE119119_design__T=whole_liver__H=4__B=NA__G=TRIM21_KO_virus_only_whole_liver__VS=TRIM21_KO_uninfected_whole_liver.tsv	GSE119119	acute_main	TRUE	NA
GSE119119	GSE119119	GSE119119_design__T=whole_liver__H=4__B=NA__G=WT_virus_only_whole_liver__VS=WT_uninfected_whole_liver	external	external	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	Primary acute validation	acute validation dataset; acute timing alone does not define discovery-set membership	primary_acute_validation	primary_external_validation	Primary acute validation	Primary acute validation	primary_acute_validation	NA	Mus musculus	whole liver	4	WT_virus_only_whole_liver	adenoviral vector / virus-antibody perturbation	WT_uninfected_whole_liver	4	4	NA	NA	NA	acute liver viral perturbation; TRIM21-related context	external acute validation, but interpret with genotype/antibody perturbation context	9.606681809911851	1	External acute validation contrast not used as a strict anchor.	External dataset; interpret with dataset-specific sample size and design constraints. Organism metadata unavailable in inspected design files.	<upstream_project_root>/00_metadata/verified_metadata/splited/GSE119119_design/GSE119119_design__T=whole_liver__H=4__B=NA__G=WT_virus_only_whole_liver__VS=WT_uninfected_whole_liver.tsv	GSE119119	acute_main	TRUE	NA
GSE119119	GSE119119	GSE119119_design__T=whole_liver__H=4__B=NA__G=WT_virus_plus_rh9C12_WT_whole_liver__VS=WT_uninfected_whole_liver	external	external	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	Primary acute validation	acute validation dataset; acute timing alone does not define discovery-set membership	primary_acute_validation	primary_external_validation	Primary acute validation	Primary acute validation	primary_acute_validation	NA	Mus musculus	whole liver	4	WT_virus_plus_rh9C12_WT_whole_liver	adenoviral vector / virus-antibody perturbation	WT_uninfected_whole_liver	4	4	NA	NA	NA	acute liver viral perturbation; TRIM21-related context	external acute validation, but interpret with genotype/antibody perturbation context	15.021082164906732	1	External acute validation contrast not used as a strict anchor.	External dataset; interpret with dataset-specific sample size and design constraints. Organism metadata unavailable in inspected design files.	<upstream_project_root>/00_metadata/verified_metadata/splited/GSE119119_design/GSE119119_design__T=whole_liver__H=4__B=NA__G=WT_virus_plus_rh9C12_WT_whole_liver__VS=WT_uninfected_whole_liver.tsv	GSE119119	acute_main	TRUE	NA
GSE139529	GSE139529	GSE139529_design__T=blood__H=24__B=NA__G=ad.mva__VS=none	external	external	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	Primary acute validation	acute validation dataset; acute timing alone does not define discovery-set membership	primary_acute_validation	primary_external_validation	Primary acute validation	Primary acute validation	primary_acute_validation	NA	Mus musculus	blood	24	ad.mva	adenoviral / MVA vaccine vector	none	6	6	NA	NA	NA	blood response 24 h after vaccination	external acute validation	12.68878133451116	1	External acute validation contrast not used as a strict anchor.	External dataset; interpret with dataset-specific sample size and design constraints. Organism metadata unavailable in inspected design files.	<upstream_project_root>/00_metadata/verified_metadata/splited/GSE139529_design/GSE139529_design__T=blood__H=24__B=NA__G=ad.mva__VS=none.tsv	GSE139529	acute_main	TRUE	NA
GSE139529	GSE139529	GSE139529_design__T=blood__H=24__B=NA__G=ad_empty__VS=none	external	external	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	Primary acute validation	acute validation dataset; acute timing alone does not define discovery-set membership	primary_acute_validation	primary_external_validation	Primary acute validation	Primary acute validation	primary_acute_validation	NA	Mus musculus	blood	24	ad_empty	adenoviral / MVA vaccine vector	none	6	6	NA	NA	NA	blood response 24 h after vaccination	external acute validation	13.17891812194547	1	External acute validation contrast not used as a strict anchor.	External dataset; interpret with dataset-specific sample size and design constraints. Organism metadata unavailable in inspected design files.	<upstream_project_root>/00_metadata/verified_metadata/splited/GSE139529_design/GSE139529_design__T=blood__H=24__B=NA__G=ad_empty__VS=none.tsv	GSE139529	acute_main	TRUE	NA
GSE139529	GSE139529	GSE139529_design__T=blood__H=24__B=NA__G=ad_fhbp__VS=none	external	external	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	Primary acute validation	acute validation dataset; acute timing alone does not define discovery-set membership	primary_acute_validation	primary_external_validation	Primary acute validation	Primary acute validation	primary_acute_validation	NA	Mus musculus	blood	24	ad_fhbp	adenoviral / MVA vaccine vector	none	6	6	NA	NA	NA	blood response 24 h after vaccination	external acute validation	14.328300033552733	1	External acute validation contrast not used as a strict anchor.	External dataset; interpret with dataset-specific sample size and design constraints. Organism metadata unavailable in inspected design files.	<upstream_project_root>/00_metadata/verified_metadata/splited/GSE139529_design/GSE139529_design__T=blood__H=24__B=NA__G=ad_fhbp__VS=none.tsv	GSE139529	acute_main	TRUE	NA
GSE139529	GSE139529	GSE139529_design__T=blood__H=24__B=NA__G=ad_pref__VS=none	external	external	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	Primary acute validation	acute validation dataset; acute timing alone does not define discovery-set membership	primary_acute_validation	primary_external_validation	Primary acute validation	Primary acute validation	primary_acute_validation	NA	Mus musculus	blood	24	ad_pref	adenoviral / MVA vaccine vector	none	6	6	NA	NA	NA	blood response 24 h after vaccination	external acute validation	1.670093998272992	0.6944444444444444	External acute validation contrast not used as a strict anchor.	External dataset; interpret with dataset-specific sample size and design constraints. Organism metadata unavailable in inspected design files.	<upstream_project_root>/00_metadata/verified_metadata/splited/GSE139529_design/GSE139529_design__T=blood__H=24__B=NA__G=ad_pref__VS=none.tsv	GSE139529	acute_main	TRUE	NA
GSE139529	GSE139529	GSE139529_design__T=blood__H=24__B=NA__G=mva.ad__VS=none	external	external	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	Primary acute validation	acute validation dataset; acute timing alone does not define discovery-set membership	primary_acute_validation	primary_external_validation	Primary acute validation	Primary acute validation	primary_acute_validation	NA	Mus musculus	blood	24	mva.ad	adenoviral / MVA vaccine vector	none	6	6	NA	NA	NA	blood response 24 h after vaccination	external acute validation	15.317256935802664	1	External acute validation contrast not used as a strict anchor.	External dataset; interpret with dataset-specific sample size and design constraints. Organism metadata unavailable in inspected design files.	<upstream_project_root>/00_metadata/verified_metadata/splited/GSE139529_design/GSE139529_design__T=blood__H=24__B=NA__G=mva.ad__VS=none.tsv	GSE139529	acute_main	TRUE	NA
GSE139529	GSE139529	GSE139529_design__T=blood__H=24__B=NA__G=mva_fhbp__VS=none	external	external	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	Primary acute validation	acute validation dataset; acute timing alone does not define discovery-set membership	primary_acute_validation	primary_external_validation	Primary acute validation	Primary acute validation	primary_acute_validation	NA	Mus musculus	blood	24	mva_fhbp	adenoviral / MVA vaccine vector	none	6	6	NA	NA	NA	blood response 24 h after vaccination	external acute validation	14.336311710882493	1	External acute validation contrast not used as a strict anchor.	External dataset; interpret with dataset-specific sample size and design constraints. Organism metadata unavailable in inspected design files.	<upstream_project_root>/00_metadata/verified_metadata/splited/GSE139529_design/GSE139529_design__T=blood__H=24__B=NA__G=mva_fhbp__VS=none.tsv	GSE139529	acute_main	TRUE	NA
GSE279743	GSE279743	GSE279743_design__T=Lymph_Node__H=6__B=NA__G=delivery_vaccination_with_sm102__VS=baseline_0	external	external	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	Primary acute validation	acute validation dataset; acute timing alone does not define discovery-set membership	primary_acute_validation	primary_external_validation	Primary acute validation	Primary acute validation	primary_acute_validation	NA	Mus musculus	Lymph Node	6	delivery_vaccination_with_sm102	mRNA lipid nanoparticle vaccine	baseline_0	3	3	NA	NA	NA	lymph node response at 6 h	external acute validation	13.946939108182676	1	External acute validation contrast not used as a strict anchor.	External dataset; interpret with dataset-specific sample size and design constraints. Organism metadata unavailable in inspected design files.	<upstream_project_root>/00_metadata/verified_metadata/splited/GSE279743_design/GSE279743_design__T=Lymph_Node__H=6__B=NA__G=delivery_vaccination_with_sm102__VS=baseline_0.tsv	GSE279743	acute_main	TRUE	NA
GSE279743	GSE279743	GSE279743_design__T=Lymph_Node__H=6__B=NA__G=delivery_vaccination_with_ssop__VS=baseline_0	external	external	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	Primary acute validation	acute validation dataset; acute timing alone does not define discovery-set membership	primary_acute_validation	primary_external_validation	Primary acute validation	Primary acute validation	primary_acute_validation	NA	Mus musculus	Lymph Node	6	delivery_vaccination_with_ssop	mRNA lipid nanoparticle vaccine	baseline_0	3	3	NA	NA	NA	lymph node response at 6 h	external acute validation	2.349508430440869	0.8888888888888888	External acute validation contrast not used as a strict anchor.	External dataset; interpret with dataset-specific sample size and design constraints. Organism metadata unavailable in inspected design files.	<upstream_project_root>/00_metadata/verified_metadata/splited/GSE279743_design/GSE279743_design__T=Lymph_Node__H=6__B=NA__G=delivery_vaccination_with_ssop__VS=baseline_0.tsv	GSE279743	acute_main	TRUE	NA
GSE166655	GSE166655	GSE166655_design__T=Tibialis_anterior__H=672__B=NA__G=delivery_aav9_ar45__VS=delivery_untreated	external	external	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Extended validation	late or context-shifted validation dataset	extended_validation	extended_exploratory_transfer	Extended validation	Extended validation	extended_validation	NA	Mus musculus	Tibialis anterior	672	delivery_aav9_ar45	AAV9 gene therapy	delivery_untreated	3	3	34417184	Gene therapy with AR isoform 2 rescues spinal and bulbar muscular atrophy phenotype by modulating AR transcriptional activity	10.1126/sciadv.abi6896	late AAV therapeutic transgene/disease-rescue model	external extended transfer; not acute innate validation	2.14949309685498	1	External late-time transfer contrast; exploratory for publication claims.	Late timepoint; exploratory transfer, not strict acute innate validation. Organism metadata unavailable in inspected design files.	<upstream_project_root>/00_metadata/verified_metadata/splited/GSE166655_design/GSE166655_design__T=Tibialis_anterior__H=672__B=NA__G=delivery_aav9_ar45__VS=delivery_untreated.tsv	GSE166655	extended_transfer	TRUE	NA
GSE166655	GSE166655	GSE166655_design__T=Tibialis_anterior__H=672__B=NA__G=delivery_aav9_gfp__VS=delivery_untreated	external	external	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Extended validation	late or context-shifted validation dataset	extended_validation	extended_exploratory_transfer	Extended validation	Extended validation	extended_validation	NA	Mus musculus	Tibialis anterior	672	delivery_aav9_gfp	AAV9 gene therapy	delivery_untreated	3	3	34417184	Gene therapy with AR isoform 2 rescues spinal and bulbar muscular atrophy phenotype by modulating AR transcriptional activity	10.1126/sciadv.abi6896	late AAV therapeutic transgene/disease-rescue model	external extended transfer; not acute innate validation	-0.05802375536641783	0.4444444444444444	External late-time transfer contrast; exploratory for publication claims.	Late timepoint; exploratory transfer, not strict acute innate validation. Organism metadata unavailable in inspected design files.	<upstream_project_root>/00_metadata/verified_metadata/splited/GSE166655_design/GSE166655_design__T=Tibialis_anterior__H=672__B=NA__G=delivery_aav9_gfp__VS=delivery_untreated.tsv	GSE166655	extended_transfer	TRUE	NA
