gene_id	SRR518631	SRR518632	SRR518633	SRR518634	SRR518635	SRR518636
ENSMUSG00000144226.1	22	30	21	33	36	25
ENSMUSG00000138811.1	1	2	3	2	1	0
ENSMUSG00000024962.14	127	104	150	244	223	133
ENSMUSG00000024963.13	99	158	143	218	156	175
ENSMUSG00000138771.1	1	0	0	1	1	0
ENSMUSG00000037349.10	130	141	148	202	114	93
ENSMUSG00000047656.10	33	38	54	80	72	42
ENSMUSG00000024965.10	45	99	63	155	93	83
ENSMUSG00000138644.1	3	1	4	4	5	3
ENSMUSG00000024966.10	803	1060	669	1318	828	519
ENSMUSG00000138724.1	0	0	0	1	1	0
ENSMUSG00000036278.8	166	358	526	415	585	369
ENSMUSG00000117901.2	2	2	5	12	3	7
ENSMUSG00000047787.9	7	13	25	42	27	14
ENSMUSG00000129439.1	0	1	2	2	3	1
ENSMUSG00000129474.1	4	4	5	2	4	5
ENSMUSG00000129514.1	0	0	0	1	0	0
ENSMUSG00000024767.12	482	619	605	700	686	485
ENSMUSG00000129364.1	0	1	1	3	3	1
ENSMUSG00000035885.6	2074	2897	2650	3596	2826	2496
ENSMUSG00000024764.11	236	310	306	305	324	204
ENSMUSG00000119835.1	0	0	0	0	0	0
ENSMUSG00002075307.1	0	0	0	0	0	0
ENSMUSG00000129588.1	0	0	0	0	0	0
ENSMUSG00000120626.2	0	0	0	0	0	0
ENSMUSG00000024968.15	3	5	2	6	0	1
ENSMUSG00000024969.17	430	685	511	575	489	326
ENSMUSG00000091558.3	5	3	4	4	3	1
ENSMUSG00000129609.1	0	1	0	0	0	1
ENSMUSG00000024970.6	44	67	47	74	44	49
ENSMUSG00000117743.2	4	3	4	6	8	2
ENSMUSG00000099923.5	0	2	0	1	0	0
ENSMUSG00000125136.1	0	1	0	1	0	1
ENSMUSG00000095690.3	1	5	2	2	2	2
ENSMUSG00000118297.2	0	0	0	0	0	0
ENSMUSG00000053080.11	41	53	51	102	69	76
ENSMUSG00000098293.3	0	0	0	0	0	0
ENSMUSG00000024758.16	755	978	918	1229	1038	699
ENSMUSG00000125098.1	0	1	2	2	2	1
ENSMUSG00000125058.1	5	8	10	12	9	2
ENSMUSG00000024759.15	855	1270	1561	1976	2198	914
ENSMUSG00000060675.14	272	350	151	353	173	195
ENSMUSG00000024972.17	1	1	0	0	1	0
ENSMUSG00000122672.1	0	0	0	0	0	0
ENSMUSG00000024973.18	0	0	1	0	0	0
ENSMUSG00000024761.4	26	32	41	46	32	29
ENSMUSG00000024757.8	0	0	0	0	0	0
ENSMUSG00000083160.2	0	0	0	0	0	0
ENSMUSG00000081596.2	0	0	0	0	0	0
ENSMUSG00000117937.2	0	0	0	0	0	0
ENSMUSG00000053303.15	714	508	10	568	16	510
ENSMUSG00000118312.2	1	4	0	1	0	0
ENSMUSG00000067656.14	249	295	2	417	10	191
ENSMUSG00002076220.1	0	0	0	0	0	0
ENSMUSG00000118220.2	11	8	15	18	16	14
ENSMUSG00000118036.2	0	1	0	0	0	0
ENSMUSG00000141856.1	16	23	17	9	4	2
ENSMUSG00000063590.4	2	4	95	17	202	6
ENSMUSG00000075044.15	57	60	1	46	3	26
ENSMUSG00000142196.1	4	1	0	5	0	2
ENSMUSG00000118280.3	4	2	1	11	21	4
ENSMUSG00000118345.2	3	4	5	5	5	3
ENSMUSG00000117877.2	0	1	2	1	0	0
ENSMUSG00000052562.16	283	431	1227	1026	1969	399
ENSMUSG00000121393.1	0	2	3	0	1	1
ENSMUSG00000110298.3	0	0	0	0	0	0
ENSMUSG00000086174.2	2	1	0	1	1	0
ENSMUSG00000063796.10	1	0	0	0	0	2
ENSMUSG00000024650.6	0	0	0	1	1	0
ENSMUSG00000117763.3	0	0	0	0	0	0
ENSMUSG00000032773.10	1	5	11	19	3	11
ENSMUSG00002075107.1	0	0	0	0	0	0
ENSMUSG00000130599.1	2	0	3	1	1	1
ENSMUSG00000010095.14	606	911	553	966	649	637
ENSMUSG00000108414.4	91	78	119	119	187	99
ENSMUSG00000064721.6	0	0	0	0	0	0
ENSMUSG00000065392.3	0	0	0	0	0	0
ENSMUSG00000065281.4	0	0	0	0	0	0
ENSMUSG00000065280.3	0	0	0	0	0	0
ENSMUSG00000065378.3	0	0	0	0	0	0
ENSMUSG00000065782.3	0	0	0	0	0	0
ENSMUSG00000065305.3	0	0	0	0	0	0
ENSMUSG00000065087.3	0	0	0	0	0	0
ENSMUSG00000042729.12	178	232	195	236	234	153
ENSMUSG00000131944.1	1	0	0	0	1	0
ENSMUSG00000090840.3	1	2	1	2	1	0
ENSMUSG00000010110.18	572	756	565	726	719	426
ENSMUSG00000098844.3	0	0	0	0	0	0
ENSMUSG00000120219.2	5	3	3	4	7	5
ENSMUSG00000010097.16	644	778	743	851	928	545
ENSMUSG00000117924.2	155	176	217	245	264	116
ENSMUSG00000118346.2	110	154	151	207	192	128
ENSMUSG00000003680.17	36	58	29	53	45	31
ENSMUSG00000120814.2	0	0	0	0	0	0
ENSMUSG00000118261.2	0	0	0	0	0	0
ENSMUSG00000140173.1	1	0	1	0	0	0
ENSMUSG00000118305.2	0	0	0	0	0	0
ENSMUSG00000071662.5	234	219	177	253	217	188
ENSMUSG00000071661.8	12	8	8	6	5	3
ENSMUSG00000071660.11	413	380	336	289	275	136
ENSMUSG00000071659.5	1363	1773	1521	2112	1758	1080
ENSMUSG00000118124.2	0	0	0	0	0	0
ENSMUSG00000071658.6	0	1	3	2	0	0
ENSMUSG00000071657.13	445	618	579	837	712	462
ENSMUSG00000071656.8	0	2	4	2	2	5
ENSMUSG00000071655.13	781	1036	1308	1553	1312	959
ENSMUSG00000071654.7	252	320	365	460	388	350
ENSMUSG00000096740.9	20	35	19	28	39	13
ENSMUSG00000144220.1	0	0	0	0	0	0
ENSMUSG00000143185.1	1	4	1	0	3	2
ENSMUSG00000070167.3	0	0	0	0	0	0
ENSMUSG00000093314.3	0	0	0	0	0	0
ENSMUSG00000071653.10	1	0	1	0	0	1
ENSMUSG00000116347.2	0	0	0	0	0	0
ENSMUSG00000071652.9	326	369	230	254	287	158
ENSMUSG00000071650.7	3902	5178	4441	5784	4981	2687
ENSMUSG00000120807.2	3	9	8	13	12	2
ENSMUSG00000071649.7	279	429	430	665	485	370
ENSMUSG00000071648.5	18	33	20	62	29	26
ENSMUSG00000071647.6	168	228	314	404	328	174
ENSMUSG00000114220.3	7	5	1	8	5	3
ENSMUSG00000131652.1	1	2	2	1	2	4
ENSMUSG00000071646.10	636	759	719	835	770	488
ENSMUSG00000131614.1	5	1	1	0	4	2
ENSMUSG00000071645.7	298	321	243	233	274	135
ENSMUSG00000128830.1	0	1	1	0	0	0
ENSMUSG00000128872.1	0	0	0	0	0	0
ENSMUSG00000071644.11	1503	1612	1351	2328	1660	1087
ENSMUSG00000126273.1	0	0	0	0	0	1
ENSMUSG00000069833.14	628	1135	660	937	602	366
ENSMUSG00000129376.1	0	0	0	0	0	0
ENSMUSG00000024653.3	0	0	0	0	0	0
ENSMUSG00000131651.1	0	0	0	0	0	0
ENSMUSG00000024654.9	90	146	108	202	189	136
ENSMUSG00000024658.9	0	0	0	0	0	0
ENSMUSG00000144302.1	0	0	0	0	0	0
ENSMUSG00000144303.1	0	0	0	0	0	0
ENSMUSG00000117804.2	43	47	38	63	45	20
ENSMUSG00000144304.1	0	0	0	0	0	0
ENSMUSG00002074975.1	0	0	0	0	0	0
ENSMUSG00000144305.1	0	0	0	0	0	0
ENSMUSG00000067608.6	6	3	2	3	1	2
ENSMUSG00000125972.1	0	0	0	0	0	0
ENSMUSG00000101398.3	0	0	0	0	0	0
ENSMUSG00000144306.1	0	0	0	0	0	0
ENSMUSG00000129015.1	0	0	0	0	0	0
ENSMUSG00000144307.1	0	0	0	0	0	0
ENSMUSG00000071640.4	4	1	2	0	1	0
ENSMUSG00000138809.1	0	0	0	0	0	0
ENSMUSG00000096818.3	0	0	0	0	0	0
ENSMUSG00000138401.1	0	0	0	0	0	0
ENSMUSG00000100141.2	0	0	0	0	0	0
ENSMUSG00000144308.1	0	0	0	0	0	0
ENSMUSG00000129841.1	0	0	0	0	0	0
ENSMUSG00000128080.1	0	0	0	0	0	0
ENSMUSG00000144301.1	0	0	0	0	0	0
ENSMUSG00000117756.2	0	0	0	0	0	0
ENSMUSG00000118383.3	0	1	0	0	0	0
ENSMUSG00000096872.3	0	0	0	0	0	0
ENSMUSG00002076484.1	0	0	0	0	0	0
ENSMUSG00000118138.2	3	2	0	1	0	1
ENSMUSG00000024660.10	104	96	35	158	47	71
ENSMUSG00000118325.2	0	0	0	0	0	1
ENSMUSG00000118100.4	5	13	9	9	15	12
ENSMUSG00002075984.1	0	0	0	0	0	0
ENSMUSG00000118008.3	0	0	2	0	3	0
ENSMUSG00000118065.2	0	0	0	0	0	0
ENSMUSG00000118183.2	0	0	0	0	0	0
ENSMUSG00000118123.2	0	0	0	0	0	0
ENSMUSG00000131178.1	0	0	0	0	0	0
ENSMUSG00000120136.2	0	0	0	0	1	1
ENSMUSG00000131111.1	0	0	0	0	1	0
ENSMUSG00000024661.8	9781	12065	12718	13712	15494	11202
ENSMUSG00000037418.7	2	0	1	3	2	1
ENSMUSG00000024663.21	31	42	30	173	95	66
ENSMUSG00000131036.1	0	1	0	2	0	0
ENSMUSG00000131068.1	0	0	0	2	0	0
ENSMUSG00000024664.6	73	129	75	324	218	237
ENSMUSG00000131004.1	14	41	31	117	96	62
ENSMUSG00000024665.9	6985	14064	7656	16017	10487	15287
ENSMUSG00000129572.1	1	4	1	2	4	2
ENSMUSG00000130517.1	1	7	0	1	1	1
ENSMUSG00000122785.1	0	0	0	0	0	0
ENSMUSG00000122823.1	0	0	0	0	0	0
ENSMUSG00000117700.2	0	0	1	0	0	0
ENSMUSG00000137182.1	5	16	6	17	9	22
ENSMUSG00000010663.6	4373	5888	4754	8123	6881	5382
ENSMUSG00000098363.3	0	2	0	3	2	1
ENSMUSG00000137224.1	0	0	0	0	0	0
ENSMUSG00000064032.3	1	2	1	3	0	0
ENSMUSG00000024742.16	15	13	1	13	7	2
ENSMUSG00000036372.15	432	517	388	519	491	330
ENSMUSG00000036098.16	534	722	789	1088	928	501
ENSMUSG00000035735.11	13	36	20	51	15	21
ENSMUSG00000137097.1	1	0	0	1	0	0
ENSMUSG00000118330.3	0	1	1	1	1	0
ENSMUSG00000125164.1	0	0	0	0	0	0
ENSMUSG00000024743.17	26	47	29	57	29	28
ENSMUSG00000132490.1	0	0	0	0	0	0
ENSMUSG00000118310.2	0	0	0	0	0	0
ENSMUSG00000090291.4	0	0	0	2	0	1
ENSMUSG00000035179.5	6	2	6	1	0	0
ENSMUSG00000126509.1	0	1	0	1	1	0
ENSMUSG00000024668.9	280	370	327	403	417	224
ENSMUSG00000034820.5	423	519	448	492	538	314
ENSMUSG00000024667.13	26	52	29	55	50	25
ENSMUSG00000024666.7	23	19	11	15	15	16
ENSMUSG00000117955.2	3	2	2	0	2	0
ENSMUSG00000034445.9	187	310	256	387	418	166
ENSMUSG00000034371.10	4521	12875	9203	13744	14192	6279
ENSMUSG00000024740.11	3617	5406	4719	6209	5813	3027
ENSMUSG00000133390.1	0	0	0	0	0	0
ENSMUSG00000043789.9	213	466	574	858	1047	529
ENSMUSG00000118392.3	0	2	2	2	5	3
ENSMUSG00000024738.7	1	0	1	0	1	1
ENSMUSG00000127999.1	0	0	0	0	0	0
ENSMUSG00000114772.3	0	0	0	0	0	1
ENSMUSG00000048832.10	231	297	210	207	233	108
ENSMUSG00000024669.9	1	2	5	2	2	1
ENSMUSG00000139320.1	0	0	0	0	0	0
ENSMUSG00000067577.11	1	1	1	0	0	0
ENSMUSG00000140779.1	0	0	0	0	0	0
ENSMUSG00000024670.18	1	4	8	4	3	2
ENSMUSG00000024737.3	272	620	282	172	115	89
ENSMUSG00000118027.2	0	0	0	0	0	0
ENSMUSG00000024736.16	50	80	41	46	21	22
ENSMUSG00000139856.1	0	0	0	0	0	0
ENSMUSG00000034659.15	233	389	289	458	361	247
ENSMUSG00000024735.14	1654	2202	2247	2553	2501	1267
ENSMUSG00000024734.9	0	0	0	0	1	0
ENSMUSG00000034117.4	0	0	0	0	0	0
ENSMUSG00000024732.8	262	385	228	176	214	144
ENSMUSG00000024731.16	0	0	0	0	0	0
ENSMUSG00000067571.5	0	0	0	0	1	0
ENSMUSG00000094584.3	0	0	0	0	0	0
ENSMUSG00000101264.3	46	24	19	4	0	0
ENSMUSG00000075010.8	1890	1504	1234	514	623	288
ENSMUSG00000024730.8	9	6	5	15	10	5
ENSMUSG00000101439.2	0	0	0	0	1	1
ENSMUSG00000024729.9	0	0	0	0	0	0
ENSMUSG00000099998.2	3	4	5	5	6	2
ENSMUSG00000024728.14	0	0	0	0	0	0
ENSMUSG00000125284.1	0	0	0	0	0	0
ENSMUSG00000057240.15	0	0	0	0	0	0
ENSMUSG00000097091.4	0	0	0	0	0	0
ENSMUSG00000101031.3	0	0	0	0	0	0
ENSMUSG00000024673.10	6	11	1	7	1	4
ENSMUSG00000054523.14	0	0	0	0	0	0
ENSMUSG00000099398.2	0	1	0	1	0	2
ENSMUSG00000024672.12	4	5	4	11	5	5
ENSMUSG00000100392.4	0	0	0	0	0	0
ENSMUSG00000101389.2	8	18	4	1	1	0
ENSMUSG00000120733.1	0	0	0	1	0	0
ENSMUSG00000120878.2	5	6	6	3	2	2
ENSMUSG00000101024.2	0	0	0	0	0	0
ENSMUSG00000024675.20	41	64	38	2	4	1
ENSMUSG00000100615.2	0	1	0	0	2	0
ENSMUSG00000056290.17	14	32	15	5	7	3
ENSMUSG00000079419.5	34	61	47	13	17	11
ENSMUSG00000099757.4	6	14	13	4	5	5
ENSMUSG00000058470.11	4	1	1	1	1	0
ENSMUSG00000120890.1	0	0	0	0	0	0
ENSMUSG00000100529.3	0	1	0	0	0	0
ENSMUSG00000024677.14	38	86	71	22	14	12
ENSMUSG00000138562.1	0	0	0	0	0	0
ENSMUSG00000024678.7	47	83	78	36	37	30
ENSMUSG00000067555.3	0	0	0	0	0	0
ENSMUSG00000104088.2	0	3	4	0	0	0
ENSMUSG00000024679.11	48	162	54	23	21	19
ENSMUSG00000119417.2	0	0	0	0	0	0
ENSMUSG00000024680.13	0	0	0	0	0	0
ENSMUSG00000024681.12	0	0	0	0	0	0
ENSMUSG00000055895.7	0	0	0	0	0	0
ENSMUSG00000041857.11	0	0	0	0	0	0
ENSMUSG00000088310.3	0	0	0	0	0	0
ENSMUSG00000089625.3	0	0	0	0	0	0
ENSMUSG00000055933.14	0	0	0	0	0	0
ENSMUSG00000100918.2	0	0	0	0	0	0
ENSMUSG00000144289.1	0	0	0	0	0	0
ENSMUSG00000024682.4	1	0	0	0	0	0
ENSMUSG00000024683.7	430	522	454	636	538	305
ENSMUSG00000041488.17	85	138	85	115	97	63
ENSMUSG00000128878.1	0	2	0	0	0	0
ENSMUSG00000048292.4	2	1	0	0	1	0
ENSMUSG00000060556.5	0	0	0	0	0	0
ENSMUSG00000108966.2	0	0	0	0	0	0
ENSMUSG00000067545.4	0	0	0	0	0	0
ENSMUSG00000051548.5	2	9	5	7	3	2
ENSMUSG00000060878.5	1	1	1	1	0	0
ENSMUSG00000144117.1	1	0	3	1	1	0
ENSMUSG00000046139.9	251	350	366	316	429	186
ENSMUSG00000104979.3	0	0	1	0	0	0
ENSMUSG00000077227.3	0	0	0	0	0	0
ENSMUSG00000024687.12	1042	1314	1114	1493	1358	598
ENSMUSG00000127110.1	0	0	2	1	1	0
ENSMUSG00000136094.1	0	0	0	1	0	0
ENSMUSG00000127777.1	0	0	0	0	0	0
ENSMUSG00000109030.2	1	0	0	0	0	0
ENSMUSG00000109047.2	0	0	0	0	0	0
ENSMUSG00000108947.2	0	0	0	0	0	0
ENSMUSG00000109223.2	0	0	0	0	0	0
ENSMUSG00000067529.3	1	0	0	0	0	0
ENSMUSG00000109417.2	0	0	0	0	0	0
ENSMUSG00000067528.4	0	0	0	0	0	0
ENSMUSG00000067526.4	0	0	0	0	0	0
ENSMUSG00000044994.11	0	0	0	0	0	0
ENSMUSG00000067525.4	0	0	0	0	0	0
ENSMUSG00000067524.5	0	0	0	0	0	0
ENSMUSG00000067522.4	0	0	0	0	0	0
ENSMUSG00000108889.3	0	0	0	0	0	0
ENSMUSG00000109410.2	0	0	0	0	0	0
ENSMUSG00000094133.3	0	0	0	0	0	0
ENSMUSG00000109022.3	0	0	0	0	0	0
ENSMUSG00000141605.1	0	0	0	0	0	0
ENSMUSG00000067519.2	0	0	0	0	0	0
ENSMUSG00000097646.2	0	0	0	0	0	0
ENSMUSG00000060049.6	0	0	0	0	0	0
ENSMUSG00000118093.2	0	1	0	0	0	0
ENSMUSG00000095640.5	0	0	0	0	0	0
ENSMUSG00000109433.2	0	0	0	0	0	0
ENSMUSG00000067513.2	0	0	0	0	0	0
ENSMUSG00000109229.2	0	0	0	0	0	0
ENSMUSG00000096436.4	0	0	0	0	0	0
ENSMUSG00000109328.3	0	0	0	0	0	0
ENSMUSG00000109007.2	0	0	0	0	0	0
ENSMUSG00000046650.5	0	0	0	0	0	0
ENSMUSG00000050815.7	0	0	0	0	0	0
ENSMUSG00000040065.9	0	0	0	0	0	0
ENSMUSG00000126370.1	0	0	0	0	0	0
ENSMUSG00000122701.1	0	0	0	0	0	0
ENSMUSG00000046805.12	2118	2784	2678	723	1001	294
ENSMUSG00000039982.9	377	352	487	398	188	113
ENSMUSG00000086213.4	50	96	83	23	35	17
ENSMUSG00000114644.2	1	1	1	1	0	0
ENSMUSG00000024691.14	66	82	51	59	37	28
ENSMUSG00000084836.2	0	0	0	0	0	0
ENSMUSG00000120104.2	6	14	18	25	20	10
ENSMUSG00000071633.12	624	704	1122	1626	1852	936
ENSMUSG00000063683.13	1467	2475	2653	3156	3702	2484
ENSMUSG00000065892.3	0	0	0	0	0	0
ENSMUSG00000044441.6	1	3	0	2	1	1
ENSMUSG00000045030.9	0	1	0	0	0	0
ENSMUSG00000109309.2	0	0	0	0	0	0
ENSMUSG00000024694.10	287	625	1405	1363	3571	933
ENSMUSG00000084981.8	2	3	7	7	14	2
ENSMUSG00000079415.3	2	3	3	3	2	4
ENSMUSG00000118491.2	0	0	0	0	0	0
ENSMUSG00000024695.17	372	485	677	587	832	405
ENSMUSG00000024696.10	25	38	19	25	33	20
ENSMUSG00000091014.4	0	0	0	0	0	0
ENSMUSG00000046272.5	0	1	0	0	0	0
ENSMUSG00000045126.3	0	0	0	0	0	0
ENSMUSG00000057817.7	0	0	0	0	0	0
ENSMUSG00000060303.5	0	0	0	0	0	0
ENSMUSG00000121418.1	0	0	0	0	0	0
ENSMUSG00000112693.3	0	0	0	0	0	0
ENSMUSG00000048456.4	0	0	0	0	0	0
ENSMUSG00000049498.6	0	0	0	0	0	0
ENSMUSG00000062892.5	0	0	0	0	0	0
ENSMUSG00000136528.1	0	0	0	0	0	0
ENSMUSG00000046913.4	0	0	0	0	0	0
ENSMUSG00000109148.2	0	0	0	0	0	0
ENSMUSG00000094755.2	0	0	0	0	0	0
ENSMUSG00000094986.4	0	0	0	0	0	0
ENSMUSG00000109126.2	0	0	0	0	0	0
ENSMUSG00000067482.3	0	0	0	0	0	0
ENSMUSG00000061637.6	0	0	0	0	0	0
ENSMUSG00000062844.7	0	0	0	0	0	0
ENSMUSG00000057503.7	0	0	0	0	0	0
ENSMUSG00000109415.2	0	0	0	0	0	0
ENSMUSG00000045883.6	0	0	0	0	0	0
ENSMUSG00000094721.4	0	0	0	0	0	0
ENSMUSG00000096365.5	0	0	0	0	0	0
ENSMUSG00000109100.2	0	0	0	0	0	0
ENSMUSG00000119251.1	0	0	0	0	0	0
ENSMUSG00000062199.3	0	0	0	0	0	0
ENSMUSG00000096485.4	0	0	0	0	0	0
ENSMUSG00000049015.4	0	0	0	0	0	0
ENSMUSG00000109544.3	0	0	0	0	0	0
ENSMUSG00000108881.2	0	0	0	0	0	0
ENSMUSG00000063777.4	0	0	0	0	0	0
ENSMUSG00000109230.2	0	0	0	0	0	0
ENSMUSG00000096320.3	0	0	0	0	0	0
ENSMUSG00000095189.3	0	0	0	0	0	0
ENSMUSG00000109573.2	0	0	0	0	0	0
ENSMUSG00000096273.4	0	0	0	0	0	0
ENSMUSG00000096708.2	0	0	0	0	0	0
ENSMUSG00000109189.2	0	0	0	0	0	0
ENSMUSG00000071629.4	0	0	0	0	0	0
ENSMUSG00000109184.2	0	0	0	0	0	0
ENSMUSG00000108887.2	0	0	0	0	0	0
ENSMUSG00000118174.2	0	0	0	0	0	0
ENSMUSG00000095484.5	0	0	0	0	0	0
ENSMUSG00000108945.2	0	0	0	0	0	0
ENSMUSG00000109319.2	0	0	0	0	0	0
ENSMUSG00000108974.2	0	0	0	0	0	0
ENSMUSG00000096289.5	0	0	0	0	0	0
ENSMUSG00000109496.2	0	0	0	0	0	0
ENSMUSG00000109343.2	0	0	0	0	0	0
ENSMUSG00002075623.1	0	0	0	0	0	0
ENSMUSG00002076425.1	0	0	0	0	0	0
ENSMUSG00000094846.5	0	0	0	0	0	0
ENSMUSG00000109285.2	0	0	0	0	0	0
ENSMUSG00000045678.9	0	0	0	0	0	0
ENSMUSG00000077291.3	0	0	0	0	0	0
ENSMUSG00000061387.4	0	0	0	0	0	0
ENSMUSG00000051156.3	0	0	0	0	0	0
ENSMUSG00000109527.2	0	0	0	0	0	0
ENSMUSG00000109520.3	0	0	0	0	0	0
ENSMUSG00000050865.6	0	0	0	0	0	0
ENSMUSG00000123895.1	0	0	0	0	0	0
ENSMUSG00000047207.4	0	0	0	0	0	0
ENSMUSG00000048356.7	0	0	0	0	0	0
ENSMUSG00000044040.4	0	0	0	0	0	0
ENSMUSG00000109530.2	0	0	0	0	0	0
ENSMUSG00000045395.5	0	0	0	0	0	0
ENSMUSG00000054526.6	0	0	0	0	0	0
ENSMUSG00000057270.4	0	0	0	0	0	0
ENSMUSG00000056858.2	0	0	0	0	0	0
ENSMUSG00000058078.9	0	0	0	0	0	0
ENSMUSG00000059105.5	0	0	0	0	0	0
ENSMUSG00000062314.4	0	0	0	0	0	0
ENSMUSG00000141495.1	0	0	0	0	0	0
ENSMUSG00000140761.1	0	0	0	0	0	0
ENSMUSG00000098074.2	0	0	0	0	0	0
ENSMUSG00000123917.1	0	0	0	0	0	0
ENSMUSG00000124337.1	0	0	0	0	0	0
ENSMUSG00000024642.19	234	449	389	162	279	123
ENSMUSG00000120068.2	2	1	0	0	0	1
ENSMUSG00000134458.1	0	0	0	0	0	0
ENSMUSG00000103488.2	0	0	0	0	0	0
ENSMUSG00002076668.1	0	0	0	0	0	0
ENSMUSG00000143406.1	0	0	0	0	0	0
ENSMUSG00000120901.2	0	0	0	0	0	0
ENSMUSG00000063586.2	0	2	1	1	0	1
ENSMUSG00000138184.1	0	0	0	0	0	0
ENSMUSG00000138221.1	0	0	0	0	0	0
ENSMUSG00000122900.1	0	0	0	0	0	0
ENSMUSG00000122943.1	0	0	0	0	0	0
ENSMUSG00000123670.1	0	1	0	0	0	0
ENSMUSG00000123709.1	0	0	0	0	0	0
ENSMUSG00000127122.1	0	0	0	0	0	0
ENSMUSG00000118757.1	0	0	0	0	0	0
ENSMUSG00000127158.1	0	0	0	0	0	0
ENSMUSG00000117995.2	0	0	0	0	0	0
ENSMUSG00000024640.10	41	34	19	51	5	71
ENSMUSG00000090147.2	0	0	0	0	0	0
ENSMUSG00000041491.9	27	51	35	48	39	29
ENSMUSG00000097557.5	0	0	0	0	1	0
ENSMUSG00000136577.1	0	0	0	0	0	0
ENSMUSG00000117711.2	0	0	0	0	0	0
ENSMUSG00000136652.1	0	0	1	2	0	0
ENSMUSG00000136686.1	0	0	0	0	0	0
ENSMUSG00000024639.6	235	369	419	409	538	243
ENSMUSG00000057990.5	2	1	4	0	2	0
ENSMUSG00000143322.1	2	0	0	3	3	1
ENSMUSG00000075268.3	11	27	19	30	26	14
ENSMUSG00000078528.3	2	2	3	4	3	5
ENSMUSG00000098718.3	0	0	0	0	0	0
ENSMUSG00000132030.1	4	4	2	3	2	0
ENSMUSG00000118142.2	0	0	0	0	0	0
ENSMUSG00000118033.2	0	0	0	0	0	0
ENSMUSG00000024697.5	6	31	37	62	46	32
ENSMUSG00000117699.2	0	0	0	1	0	0
ENSMUSG00000118023.2	0	0	0	0	0	0
ENSMUSG00000141332.1	0	0	1	0	0	0
ENSMUSG00000046230.12	142	228	262	248	394	179
ENSMUSG00000114931.2	3	3	1	2	3	1
ENSMUSG00000124951.1	0	0	0	0	0	1
ENSMUSG00000118126.3	0	0	0	0	0	0
ENSMUSG00000056829.6	0	0	0	0	0	0
ENSMUSG00000039126.11	6	8	3	14	12	3
ENSMUSG00002075332.1	0	0	0	0	0	0
ENSMUSG00002076046.1	0	0	0	0	0	0
ENSMUSG00000117941.3	0	0	0	0	0	0
ENSMUSG00000118367.3	0	0	0	0	0	0
ENSMUSG00000117946.2	0	0	0	0	0	0
ENSMUSG00000124138.1	0	0	0	0	0	0
ENSMUSG00000038843.19	4	12	6	14	7	1
ENSMUSG00000131147.1	0	0	0	0	0	0
ENSMUSG00000140364.1	1	0	0	0	0	0
ENSMUSG00000024712.10	312	422	339	427	436	309
ENSMUSG00000024713.17	427	413	225	381	264	238
ENSMUSG00000123797.1	1	0	0	0	0	0
ENSMUSG00000123837.1	0	0	0	0	1	0
ENSMUSG00000118270.2	6	9	3	7	5	7
ENSMUSG00000123878.1	0	0	1	0	0	0
ENSMUSG00000088370.3	0	0	0	0	0	0
ENSMUSG00000118079.3	0	0	0	0	0	0
ENSMUSG00000119544.2	0	0	0	0	0	0
ENSMUSG00000125102.1	0	0	0	0	0	0
ENSMUSG00000117822.2	35	68	85	188	217	69
ENSMUSG00002076798.1	0	0	0	0	0	0
ENSMUSG00000117687.3	0	0	0	0	0	0
ENSMUSG00000131502.1	1	0	0	4	1	0
ENSMUSG00000117774.2	0	0	0	0	0	0
ENSMUSG00000118192.2	0	0	0	0	0	0
ENSMUSG00000024725.14	353	506	414	582	477	471
ENSMUSG00000139900.1	0	0	0	0	0	0
ENSMUSG00000080783.2	1	9	13	5	12	2
ENSMUSG00000037847.15	258	496	309	500	769	528
ENSMUSG00000130077.1	1	3	0	3	4	2
ENSMUSG00000024726.11	40	50	48	48	57	40
ENSMUSG00000047044.8	28	52	37	80	73	55
ENSMUSG00000135204.1	0	0	0	0	0	0
ENSMUSG00000117878.3	0	0	0	0	0	0
ENSMUSG00000064941.3	0	0	0	0	0	0
ENSMUSG00000137142.1	0	0	0	0	0	0
ENSMUSG00000024727.10	14	28	8	73	1	29
ENSMUSG00000128606.1	0	0	0	0	0	0
ENSMUSG00002075776.1	0	0	0	0	0	0
ENSMUSG00000125254.1	0	0	0	0	0	0
ENSMUSG00000036192.16	0	0	0	0	0	0
ENSMUSG00000117909.3	0	0	0	0	0	0
ENSMUSG00000088907.3	0	0	0	0	0	0
ENSMUSG00000118109.3	0	0	0	0	0	0
ENSMUSG00000141482.1	0	0	0	0	0	0
ENSMUSG00000118167.2	0	0	1	1	0	0
ENSMUSG00000118150.4	0	0	0	0	0	0
ENSMUSG00000064783.3	0	0	0	0	0	0
ENSMUSG00000118067.3	0	0	0	0	0	0
ENSMUSG00000139577.1	0	0	0	0	0	0
ENSMUSG00000094732.5	0	0	0	1	2	1
ENSMUSG00000024659.16	150	165	93	41	37	44
ENSMUSG00000114469.4	0	0	3	2	13	8
ENSMUSG00000053279.9	5896	10177	12937	15850	17161	6663
ENSMUSG00000047168.7	0	0	0	0	0	0
ENSMUSG00000024747.4	2611	3336	2746	5304	3982	2007
ENSMUSG00000130445.1	0	0	0	0	0	0
ENSMUSG00000024749.10	0	0	0	0	0	0
ENSMUSG00000118293.3	0	0	0	0	0	0
ENSMUSG00000131522.1	0	0	0	0	0	0
