dataset_id	gse_id	split_id	source_design_file	source_split_file	sample_ids_delivery	sample_ids_control	n_delivery	n_control	n_total	organism	tissue	cell_type_or_cell_line	in_vivo_or_in_vitro	disease_model	time_h	timepoint_original	treatment_group_raw	control_group_raw	treatment_group_clean	control_group_clean	condition_simple	delivery_platform	vector_or_formulation	cargo_or_transgene	route	dose	PMID	DOI	paper_title	publication_year	source_database	accession	pipeline_role	manuscript_interpretation_group	used_for_primary_claim	delta_mean_imrs_z	auc_imrs_z_secondary	direction_positive	qc_pass	inclusion_rationale	limitation	weak_score_explanation	reviewer_risk	notes	verification_status	scoring_status	expected_imrs_behavior	paper_result_alignment_rule	imrs_result_interpretation	paper_result_alignment	manuscript_context_note	limitations_note	paper_treatment_context	paper_context_source
GSE264344	GSE264344	GSE264344_design__T=Muscle__H=1__B=NA__G=delivery_ad5__VS=baseline_0	<local_project_root>/00_metadata/verified_metadata/scoring/GSE264344/GSE264344_design.tsv	<local_project_root>/00_metadata/verified_metadata/splited/GSE264344_design/GSE264344_design__T=Muscle__H=1__B=NA__G=delivery_ad5__VS=baseline_0.tsv	SRR28740291; SRR28740292; SRR28740293; SRR28740294; SRR28740295	SRR28740119; SRR28740120; SRR28740121; SRR28740122; SRR28740123	5	5	10	Mus musculus	Muscle	NA	in vivo	NA	1	0; 1	delivery_ad5	baseline_0	delivery ad5	baseline 0	CONTROL; DELIVERY	adenoviral vector	adenoviral vector	NA	NA	NA	40162786	10.1128/jvi.00247-25	Early spatiotemporal evolution of the immune response elicited by adenovirus serotype 26 vector vaccination in mice	2025	GEO	GSE264344	Anchor	Locked anchor	FALSE	0.5210164970803043	0.96	TRUE	TRUE	Strict anchor used for portability checks and frozen-score validation.	Not independent of the anchor evidence except in leave-one-anchor-out analysis. Organism metadata unavailable in inspected design files.	NA	NA	time_h <= 24: locked anchor discovery evidence	verified_from_local_metadata_and_manual_paper_context	scored_in_current_transfer_eval	strong_expected_acute_innate_signal_for_1_to_24h; weak_but_biologically_explainable_for_72h	Strong positive IMRS at 1-24 h matches acute innate tissue response. Weak 72 h IMRS matches waning tissue-time kinetics, not model failure.	strong_expected_acute_innate_signal	matches_paper_context	1-24 h rows = locked anchor; 72 h rows = extended validation/kinetic context.	Time-course rows must not be pooled as one biological role.	Mouse Ad26/Ad5 vector vaccination time course across blood, muscle, and draining lymph node from 1 h to 72 h. The paper reports that innate immune response begins by 1 h, evolves across tissues within 24 h, and wanes by 72 h.	manual_curated_from_paper
GSE264344	GSE264344	GSE264344_design__T=dLN__H=1__B=NA__G=delivery_ad26__VS=baseline_0	<local_project_root>/00_metadata/verified_metadata/scoring/GSE264344/GSE264344_design.tsv	<local_project_root>/00_metadata/verified_metadata/splited/GSE264344_design/GSE264344_design__T=dLN__H=1__B=NA__G=delivery_ad26__VS=baseline_0.tsv	SRR28740272; SRR28740274; SRR28740276; SRR28740278; SRR28740280	SRR28740124; SRR28740125; SRR28740126; SRR28740127; SRR28740128	5	5	10	Mus musculus	dLN	NA	in vivo	NA	1	0; 1	delivery_ad26	baseline_0	delivery ad26	baseline 0	CONTROL; DELIVERY	adenoviral vector	adenoviral vector	NA	NA	NA	40162786	10.1128/jvi.00247-25	Early spatiotemporal evolution of the immune response elicited by adenovirus serotype 26 vector vaccination in mice	2025	GEO	GSE264344	Anchor	Locked anchor	FALSE	0.3695107717465071	0.8400000000000001	TRUE	TRUE	Strict anchor used for portability checks and frozen-score validation.	Not independent of the anchor evidence except in leave-one-anchor-out analysis. Organism metadata unavailable in inspected design files.	NA	NA	time_h <= 24: locked anchor discovery evidence	verified_from_local_metadata_and_manual_paper_context	scored_in_current_transfer_eval	strong_expected_acute_innate_signal_for_1_to_24h; weak_but_biologically_explainable_for_72h	Strong positive IMRS at 1-24 h matches acute innate tissue response. Weak 72 h IMRS matches waning tissue-time kinetics, not model failure.	strong_expected_acute_innate_signal	matches_paper_context	1-24 h rows = locked anchor; 72 h rows = extended validation/kinetic context.	Time-course rows must not be pooled as one biological role.	Mouse Ad26/Ad5 vector vaccination time course across blood, muscle, and draining lymph node from 1 h to 72 h. The paper reports that innate immune response begins by 1 h, evolves across tissues within 24 h, and wanes by 72 h.	manual_curated_from_paper
GSE264344	GSE264344	GSE264344_design__T=dLN__H=1__B=NA__G=delivery_ad5__VS=baseline_0	<local_project_root>/00_metadata/verified_metadata/scoring/GSE264344/GSE264344_design.tsv	<local_project_root>/00_metadata/verified_metadata/splited/GSE264344_design/GSE264344_design__T=dLN__H=1__B=NA__G=delivery_ad5__VS=baseline_0.tsv	SRR28740242; SRR28740244; SRR28740246; SRR28740248; SRR28740250	SRR28740124; SRR28740125; SRR28740126; SRR28740127; SRR28740128	5	5	10	Mus musculus	dLN	NA	in vivo	NA	1	0; 1	delivery_ad5	baseline_0	delivery ad5	baseline 0	CONTROL; DELIVERY	adenoviral vector	adenoviral vector	NA	NA	NA	40162786	10.1128/jvi.00247-25	Early spatiotemporal evolution of the immune response elicited by adenovirus serotype 26 vector vaccination in mice	2025	GEO	GSE264344	Anchor	Locked anchor	FALSE	0.3592382013315616	0.8	TRUE	TRUE	Strict anchor used for portability checks and frozen-score validation.	Not independent of the anchor evidence except in leave-one-anchor-out analysis. Organism metadata unavailable in inspected design files.	NA	NA	time_h <= 24: locked anchor discovery evidence	verified_from_local_metadata_and_manual_paper_context	scored_in_current_transfer_eval	strong_expected_acute_innate_signal_for_1_to_24h; weak_but_biologically_explainable_for_72h	Strong positive IMRS at 1-24 h matches acute innate tissue response. Weak 72 h IMRS matches waning tissue-time kinetics, not model failure.	strong_expected_acute_innate_signal	matches_paper_context	1-24 h rows = locked anchor; 72 h rows = extended validation/kinetic context.	Time-course rows must not be pooled as one biological role.	Mouse Ad26/Ad5 vector vaccination time course across blood, muscle, and draining lymph node from 1 h to 72 h. The paper reports that innate immune response begins by 1 h, evolves across tissues within 24 h, and wanes by 72 h.	manual_curated_from_paper
GSE264344	GSE264344	GSE264344_design__T=Blood__H=3__B=NA__G=delivery_ad26__VS=baseline_0	<local_project_root>/00_metadata/verified_metadata/scoring/GSE264344/GSE264344_design.tsv	<local_project_root>/00_metadata/verified_metadata/splited/GSE264344_design/GSE264344_design__T=Blood__H=3__B=NA__G=delivery_ad26__VS=baseline_0.tsv	SRR28740286; SRR28740287; SRR28740288; SRR28740289; SRR28740290	SRR28740199; SRR28740200; SRR28740201; SRR28740202; SRR28740203	5	5	10	Mus musculus	Blood	NA	in vivo	NA	3	0; 3	delivery_ad26	baseline_0	delivery ad26	baseline 0	CONTROL; DELIVERY	adenoviral vector	adenoviral vector	NA	NA	NA	40162786	10.1128/jvi.00247-25	Early spatiotemporal evolution of the immune response elicited by adenovirus serotype 26 vector vaccination in mice	2025	GEO	GSE264344	Anchor	Locked anchor	FALSE	3.6646891330381473	1	TRUE	TRUE	Strict anchor used for portability checks and frozen-score validation.	Not independent of the anchor evidence except in leave-one-anchor-out analysis. Organism metadata unavailable in inspected design files.	NA	NA	time_h <= 24: locked anchor discovery evidence	verified_from_local_metadata_and_manual_paper_context	scored_in_current_transfer_eval	strong_expected_acute_innate_signal_for_1_to_24h; weak_but_biologically_explainable_for_72h	Strong positive IMRS at 1-24 h matches acute innate tissue response. Weak 72 h IMRS matches waning tissue-time kinetics, not model failure.	strong_expected_acute_innate_signal	matches_paper_context	1-24 h rows = locked anchor; 72 h rows = extended validation/kinetic context.	Time-course rows must not be pooled as one biological role.	Mouse Ad26/Ad5 vector vaccination time course across blood, muscle, and draining lymph node from 1 h to 72 h. The paper reports that innate immune response begins by 1 h, evolves across tissues within 24 h, and wanes by 72 h.	manual_curated_from_paper
GSE264344	GSE264344	GSE264344_design__T=Blood__H=3__B=NA__G=delivery_ad5__VS=baseline_0	<local_project_root>/00_metadata/verified_metadata/scoring/GSE264344/GSE264344_design.tsv	<local_project_root>/00_metadata/verified_metadata/splited/GSE264344_design/GSE264344_design__T=Blood__H=3__B=NA__G=delivery_ad5__VS=baseline_0.tsv	SRR28740281; SRR28740282; SRR28740283; SRR28740284; SRR28740285	SRR28740199; SRR28740200; SRR28740201; SRR28740202; SRR28740203	5	5	10	Mus musculus	Blood	NA	in vivo	NA	3	0; 3	delivery_ad5	baseline_0	delivery ad5	baseline 0	CONTROL; DELIVERY	adenoviral vector	adenoviral vector	NA	NA	NA	40162786	10.1128/jvi.00247-25	Early spatiotemporal evolution of the immune response elicited by adenovirus serotype 26 vector vaccination in mice	2025	GEO	GSE264344	Anchor	Locked anchor	FALSE	0.9366653756632484	1	TRUE	TRUE	Strict anchor used for portability checks and frozen-score validation.	Not independent of the anchor evidence except in leave-one-anchor-out analysis. Organism metadata unavailable in inspected design files.	NA	NA	time_h <= 24: locked anchor discovery evidence	verified_from_local_metadata_and_manual_paper_context	scored_in_current_transfer_eval	strong_expected_acute_innate_signal_for_1_to_24h; weak_but_biologically_explainable_for_72h	Strong positive IMRS at 1-24 h matches acute innate tissue response. Weak 72 h IMRS matches waning tissue-time kinetics, not model failure.	strong_expected_acute_innate_signal	matches_paper_context	1-24 h rows = locked anchor; 72 h rows = extended validation/kinetic context.	Time-course rows must not be pooled as one biological role.	Mouse Ad26/Ad5 vector vaccination time course across blood, muscle, and draining lymph node from 1 h to 72 h. The paper reports that innate immune response begins by 1 h, evolves across tissues within 24 h, and wanes by 72 h.	manual_curated_from_paper
GSE264344	GSE264344	GSE264344_design__T=Muscle__H=3__B=NA__G=delivery_ad26__VS=baseline_0	<local_project_root>/00_metadata/verified_metadata/scoring/GSE264344/GSE264344_design.tsv	<local_project_root>/00_metadata/verified_metadata/splited/GSE264344_design/GSE264344_design__T=Muscle__H=3__B=NA__G=delivery_ad26__VS=baseline_0.tsv	SRR28740236; SRR28740237; SRR28740238; SRR28740239; SRR28740240	SRR28740119; SRR28740120; SRR28740121; SRR28740122; SRR28740123	5	5	10	Mus musculus	Muscle	NA	in vivo	NA	3	0; 3	delivery_ad26	baseline_0	delivery ad26	baseline 0	CONTROL; DELIVERY	adenoviral vector	adenoviral vector	NA	NA	NA	40162786	10.1128/jvi.00247-25	Early spatiotemporal evolution of the immune response elicited by adenovirus serotype 26 vector vaccination in mice	2025	GEO	GSE264344	Anchor	Locked anchor	FALSE	3.166868738099831	1	TRUE	TRUE	Strict anchor used for portability checks and frozen-score validation.	Not independent of the anchor evidence except in leave-one-anchor-out analysis. Organism metadata unavailable in inspected design files.	NA	NA	time_h <= 24: locked anchor discovery evidence	verified_from_local_metadata_and_manual_paper_context	scored_in_current_transfer_eval	strong_expected_acute_innate_signal_for_1_to_24h; weak_but_biologically_explainable_for_72h	Strong positive IMRS at 1-24 h matches acute innate tissue response. Weak 72 h IMRS matches waning tissue-time kinetics, not model failure.	strong_expected_acute_innate_signal	matches_paper_context	1-24 h rows = locked anchor; 72 h rows = extended validation/kinetic context.	Time-course rows must not be pooled as one biological role.	Mouse Ad26/Ad5 vector vaccination time course across blood, muscle, and draining lymph node from 1 h to 72 h. The paper reports that innate immune response begins by 1 h, evolves across tissues within 24 h, and wanes by 72 h.	manual_curated_from_paper
GSE264344	GSE264344	GSE264344_design__T=Muscle__H=3__B=NA__G=delivery_ad5__VS=baseline_0	<local_project_root>/00_metadata/verified_metadata/scoring/GSE264344/GSE264344_design.tsv	<local_project_root>/00_metadata/verified_metadata/splited/GSE264344_design/GSE264344_design__T=Muscle__H=3__B=NA__G=delivery_ad5__VS=baseline_0.tsv	SRR28740231; SRR28740232; SRR28740233; SRR28740234; SRR28740235	SRR28740119; SRR28740120; SRR28740121; SRR28740122; SRR28740123	5	5	10	Mus musculus	Muscle	NA	in vivo	NA	3	0; 3	delivery_ad5	baseline_0	delivery ad5	baseline 0	CONTROL; DELIVERY	adenoviral vector	adenoviral vector	NA	NA	NA	40162786	10.1128/jvi.00247-25	Early spatiotemporal evolution of the immune response elicited by adenovirus serotype 26 vector vaccination in mice	2025	GEO	GSE264344	Anchor	Locked anchor	FALSE	1.8285090170879783	1	TRUE	TRUE	Strict anchor used for portability checks and frozen-score validation.	Not independent of the anchor evidence except in leave-one-anchor-out analysis. Organism metadata unavailable in inspected design files.	NA	NA	time_h <= 24: locked anchor discovery evidence	verified_from_local_metadata_and_manual_paper_context	scored_in_current_transfer_eval	strong_expected_acute_innate_signal_for_1_to_24h; weak_but_biologically_explainable_for_72h	Strong positive IMRS at 1-24 h matches acute innate tissue response. Weak 72 h IMRS matches waning tissue-time kinetics, not model failure.	strong_expected_acute_innate_signal	matches_paper_context	1-24 h rows = locked anchor; 72 h rows = extended validation/kinetic context.	Time-course rows must not be pooled as one biological role.	Mouse Ad26/Ad5 vector vaccination time course across blood, muscle, and draining lymph node from 1 h to 72 h. The paper reports that innate immune response begins by 1 h, evolves across tissues within 24 h, and wanes by 72 h.	manual_curated_from_paper
GSE264344	GSE264344	GSE264344_design__T=dLN__H=3__B=NA__G=delivery_ad26__VS=baseline_0	<local_project_root>/00_metadata/verified_metadata/scoring/GSE264344/GSE264344_design.tsv	<local_project_root>/00_metadata/verified_metadata/splited/GSE264344_design/GSE264344_design__T=dLN__H=3__B=NA__G=delivery_ad26__VS=baseline_0.tsv	SRR28740271; SRR28740273; SRR28740275; SRR28740277; SRR28740279	SRR28740124; SRR28740125; SRR28740126; SRR28740127; SRR28740128	5	5	10	Mus musculus	dLN	NA	in vivo	NA	3	0; 3	delivery_ad26	baseline_0	delivery ad26	baseline 0	CONTROL; DELIVERY	adenoviral vector	adenoviral vector	NA	NA	NA	40162786	10.1128/jvi.00247-25	Early spatiotemporal evolution of the immune response elicited by adenovirus serotype 26 vector vaccination in mice	2025	GEO	GSE264344	Anchor	Locked anchor	FALSE	4.35817929066291	1	TRUE	TRUE	Strict anchor used for portability checks and frozen-score validation.	Not independent of the anchor evidence except in leave-one-anchor-out analysis. Organism metadata unavailable in inspected design files.	NA	NA	time_h <= 24: locked anchor discovery evidence	verified_from_local_metadata_and_manual_paper_context	scored_in_current_transfer_eval	strong_expected_acute_innate_signal_for_1_to_24h; weak_but_biologically_explainable_for_72h	Strong positive IMRS at 1-24 h matches acute innate tissue response. Weak 72 h IMRS matches waning tissue-time kinetics, not model failure.	strong_expected_acute_innate_signal	matches_paper_context	1-24 h rows = locked anchor; 72 h rows = extended validation/kinetic context.	Time-course rows must not be pooled as one biological role.	Mouse Ad26/Ad5 vector vaccination time course across blood, muscle, and draining lymph node from 1 h to 72 h. The paper reports that innate immune response begins by 1 h, evolves across tissues within 24 h, and wanes by 72 h.	manual_curated_from_paper
GSE264344	GSE264344	GSE264344_design__T=dLN__H=3__B=NA__G=delivery_ad5__VS=baseline_0	<local_project_root>/00_metadata/verified_metadata/scoring/GSE264344/GSE264344_design.tsv	<local_project_root>/00_metadata/verified_metadata/splited/GSE264344_design/GSE264344_design__T=dLN__H=3__B=NA__G=delivery_ad5__VS=baseline_0.tsv	SRR28740241; SRR28740243; SRR28740245; SRR28740247; SRR28740249	SRR28740124; SRR28740125; SRR28740126; SRR28740127; SRR28740128	5	5	10	Mus musculus	dLN	NA	in vivo	NA	3	0; 3	delivery_ad5	baseline_0	delivery ad5	baseline 0	CONTROL; DELIVERY	adenoviral vector	adenoviral vector	NA	NA	NA	40162786	10.1128/jvi.00247-25	Early spatiotemporal evolution of the immune response elicited by adenovirus serotype 26 vector vaccination in mice	2025	GEO	GSE264344	Anchor	Locked anchor	FALSE	2.7627049595948865	1	TRUE	TRUE	Strict anchor used for portability checks and frozen-score validation.	Not independent of the anchor evidence except in leave-one-anchor-out analysis. Organism metadata unavailable in inspected design files.	NA	NA	time_h <= 24: locked anchor discovery evidence	verified_from_local_metadata_and_manual_paper_context	scored_in_current_transfer_eval	strong_expected_acute_innate_signal_for_1_to_24h; weak_but_biologically_explainable_for_72h	Strong positive IMRS at 1-24 h matches acute innate tissue response. Weak 72 h IMRS matches waning tissue-time kinetics, not model failure.	strong_expected_acute_innate_signal	matches_paper_context	1-24 h rows = locked anchor; 72 h rows = extended validation/kinetic context.	Time-course rows must not be pooled as one biological role.	Mouse Ad26/Ad5 vector vaccination time course across blood, muscle, and draining lymph node from 1 h to 72 h. The paper reports that innate immune response begins by 1 h, evolves across tissues within 24 h, and wanes by 72 h.	manual_curated_from_paper
GSE264344	GSE264344	GSE264344_design__T=Blood__H=6__B=NA__G=delivery_ad26__VS=baseline_0	<local_project_root>/00_metadata/verified_metadata/scoring/GSE264344/GSE264344_design.tsv	<local_project_root>/00_metadata/verified_metadata/splited/GSE264344_design/GSE264344_design__T=Blood__H=6__B=NA__G=delivery_ad26__VS=baseline_0.tsv	SRR28740266; SRR28740267; SRR28740268; SRR28740269; SRR28740270	SRR28740199; SRR28740200; SRR28740201; SRR28740202; SRR28740203	5	5	10	Mus musculus	Blood	NA	in vivo	NA	6	0; 6	delivery_ad26	baseline_0	delivery ad26	baseline 0	CONTROL; DELIVERY	adenoviral vector	adenoviral vector	NA	NA	NA	40162786	10.1128/jvi.00247-25	Early spatiotemporal evolution of the immune response elicited by adenovirus serotype 26 vector vaccination in mice	2025	GEO	GSE264344	Anchor	Locked anchor	FALSE	3.515367759659114	1	TRUE	TRUE	Strict anchor used for portability checks and frozen-score validation.	Not independent of the anchor evidence except in leave-one-anchor-out analysis. Organism metadata unavailable in inspected design files.	NA	NA	time_h <= 24: locked anchor discovery evidence	verified_from_local_metadata_and_manual_paper_context	scored_in_current_transfer_eval	strong_expected_acute_innate_signal_for_1_to_24h; weak_but_biologically_explainable_for_72h	Strong positive IMRS at 1-24 h matches acute innate tissue response. Weak 72 h IMRS matches waning tissue-time kinetics, not model failure.	strong_expected_acute_innate_signal	matches_paper_context	1-24 h rows = locked anchor; 72 h rows = extended validation/kinetic context.	Time-course rows must not be pooled as one biological role.	Mouse Ad26/Ad5 vector vaccination time course across blood, muscle, and draining lymph node from 1 h to 72 h. The paper reports that innate immune response begins by 1 h, evolves across tissues within 24 h, and wanes by 72 h.	manual_curated_from_paper
GSE264344	GSE264344	GSE264344_design__T=Blood__H=6__B=NA__G=delivery_ad5__VS=baseline_0	<local_project_root>/00_metadata/verified_metadata/scoring/GSE264344/GSE264344_design.tsv	<local_project_root>/00_metadata/verified_metadata/splited/GSE264344_design/GSE264344_design__T=Blood__H=6__B=NA__G=delivery_ad5__VS=baseline_0.tsv	SRR28740261; SRR28740262; SRR28740263; SRR28740264; SRR28740265	SRR28740199; SRR28740200; SRR28740201; SRR28740202; SRR28740203	5	5	10	Mus musculus	Blood	NA	in vivo	NA	6	0; 6	delivery_ad5	baseline_0	delivery ad5	baseline 0	CONTROL; DELIVERY	adenoviral vector	adenoviral vector	NA	NA	NA	40162786	10.1128/jvi.00247-25	Early spatiotemporal evolution of the immune response elicited by adenovirus serotype 26 vector vaccination in mice	2025	GEO	GSE264344	Anchor	Locked anchor	FALSE	4.749455631909948	1	TRUE	TRUE	Strict anchor used for portability checks and frozen-score validation.	Not independent of the anchor evidence except in leave-one-anchor-out analysis. Organism metadata unavailable in inspected design files.	NA	NA	time_h <= 24: locked anchor discovery evidence	verified_from_local_metadata_and_manual_paper_context	scored_in_current_transfer_eval	strong_expected_acute_innate_signal_for_1_to_24h; weak_but_biologically_explainable_for_72h	Strong positive IMRS at 1-24 h matches acute innate tissue response. Weak 72 h IMRS matches waning tissue-time kinetics, not model failure.	strong_expected_acute_innate_signal	matches_paper_context	1-24 h rows = locked anchor; 72 h rows = extended validation/kinetic context.	Time-course rows must not be pooled as one biological role.	Mouse Ad26/Ad5 vector vaccination time course across blood, muscle, and draining lymph node from 1 h to 72 h. The paper reports that innate immune response begins by 1 h, evolves across tissues within 24 h, and wanes by 72 h.	manual_curated_from_paper
GSE264344	GSE264344	GSE264344_design__T=Muscle__H=6__B=NA__G=delivery_ad26__VS=baseline_0	<local_project_root>/00_metadata/verified_metadata/scoring/GSE264344/GSE264344_design.tsv	<local_project_root>/00_metadata/verified_metadata/splited/GSE264344_design/GSE264344_design__T=Muscle__H=6__B=NA__G=delivery_ad26__VS=baseline_0.tsv	SRR28740117; SRR28740257; SRR28740258; SRR28740259; SRR28740260	SRR28740119; SRR28740120; SRR28740121; SRR28740122; SRR28740123	5	5	10	Mus musculus	Muscle	NA	in vivo	NA	6	0; 6	delivery_ad26	baseline_0	delivery ad26	baseline 0	CONTROL; DELIVERY	adenoviral vector	adenoviral vector	NA	NA	NA	40162786	10.1128/jvi.00247-25	Early spatiotemporal evolution of the immune response elicited by adenovirus serotype 26 vector vaccination in mice	2025	GEO	GSE264344	Anchor	Locked anchor	FALSE	4.409334481944208	1	TRUE	TRUE	Strict anchor used for portability checks and frozen-score validation.	Not independent of the anchor evidence except in leave-one-anchor-out analysis. Organism metadata unavailable in inspected design files.	NA	NA	time_h <= 24: locked anchor discovery evidence	verified_from_local_metadata_and_manual_paper_context	scored_in_current_transfer_eval	strong_expected_acute_innate_signal_for_1_to_24h; weak_but_biologically_explainable_for_72h	Strong positive IMRS at 1-24 h matches acute innate tissue response. Weak 72 h IMRS matches waning tissue-time kinetics, not model failure.	strong_expected_acute_innate_signal	matches_paper_context	1-24 h rows = locked anchor; 72 h rows = extended validation/kinetic context.	Time-course rows must not be pooled as one biological role.	Mouse Ad26/Ad5 vector vaccination time course across blood, muscle, and draining lymph node from 1 h to 72 h. The paper reports that innate immune response begins by 1 h, evolves across tissues within 24 h, and wanes by 72 h.	manual_curated_from_paper
GSE264344	GSE264344	GSE264344_design__T=Muscle__H=6__B=NA__G=delivery_ad5__VS=baseline_0	<local_project_root>/00_metadata/verified_metadata/scoring/GSE264344/GSE264344_design.tsv	<local_project_root>/00_metadata/verified_metadata/splited/GSE264344_design/GSE264344_design__T=Muscle__H=6__B=NA__G=delivery_ad5__VS=baseline_0.tsv	SRR28740252; SRR28740253; SRR28740254; SRR28740255; SRR28740256	SRR28740119; SRR28740120; SRR28740121; SRR28740122; SRR28740123	5	5	10	Mus musculus	Muscle	NA	in vivo	NA	6	0; 6	delivery_ad5	baseline_0	delivery ad5	baseline 0	CONTROL; DELIVERY	adenoviral vector	adenoviral vector	NA	NA	NA	40162786	10.1128/jvi.00247-25	Early spatiotemporal evolution of the immune response elicited by adenovirus serotype 26 vector vaccination in mice	2025	GEO	GSE264344	Anchor	Locked anchor	FALSE	4.115105313956205	1	TRUE	TRUE	Strict anchor used for portability checks and frozen-score validation.	Not independent of the anchor evidence except in leave-one-anchor-out analysis. Organism metadata unavailable in inspected design files.	NA	NA	time_h <= 24: locked anchor discovery evidence	verified_from_local_metadata_and_manual_paper_context	scored_in_current_transfer_eval	strong_expected_acute_innate_signal_for_1_to_24h; weak_but_biologically_explainable_for_72h	Strong positive IMRS at 1-24 h matches acute innate tissue response. Weak 72 h IMRS matches waning tissue-time kinetics, not model failure.	strong_expected_acute_innate_signal	matches_paper_context	1-24 h rows = locked anchor; 72 h rows = extended validation/kinetic context.	Time-course rows must not be pooled as one biological role.	Mouse Ad26/Ad5 vector vaccination time course across blood, muscle, and draining lymph node from 1 h to 72 h. The paper reports that innate immune response begins by 1 h, evolves across tissues within 24 h, and wanes by 72 h.	manual_curated_from_paper
GSE264344	GSE264344	GSE264344_design__T=dLN__H=6__B=NA__G=delivery_ad26__VS=baseline_0	<local_project_root>/00_metadata/verified_metadata/scoring/GSE264344/GSE264344_design.tsv	<local_project_root>/00_metadata/verified_metadata/splited/GSE264344_design/GSE264344_design__T=dLN__H=6__B=NA__G=delivery_ad26__VS=baseline_0.tsv	SRR28740213; SRR28740215; SRR28740217; SRR28740219; SRR28740221	SRR28740124; SRR28740125; SRR28740126; SRR28740127; SRR28740128	5	5	10	Mus musculus	dLN	NA	in vivo	NA	6	0; 6	delivery_ad26	baseline_0	delivery ad26	baseline 0	CONTROL; DELIVERY	adenoviral vector	adenoviral vector	NA	NA	NA	40162786	10.1128/jvi.00247-25	Early spatiotemporal evolution of the immune response elicited by adenovirus serotype 26 vector vaccination in mice	2025	GEO	GSE264344	Anchor	Locked anchor	FALSE	5.703930536988686	1	TRUE	TRUE	Strict anchor used for portability checks and frozen-score validation.	Not independent of the anchor evidence except in leave-one-anchor-out analysis. Organism metadata unavailable in inspected design files.	NA	NA	time_h <= 24: locked anchor discovery evidence	verified_from_local_metadata_and_manual_paper_context	scored_in_current_transfer_eval	strong_expected_acute_innate_signal_for_1_to_24h; weak_but_biologically_explainable_for_72h	Strong positive IMRS at 1-24 h matches acute innate tissue response. Weak 72 h IMRS matches waning tissue-time kinetics, not model failure.	strong_expected_acute_innate_signal	matches_paper_context	1-24 h rows = locked anchor; 72 h rows = extended validation/kinetic context.	Time-course rows must not be pooled as one biological role.	Mouse Ad26/Ad5 vector vaccination time course across blood, muscle, and draining lymph node from 1 h to 72 h. The paper reports that innate immune response begins by 1 h, evolves across tissues within 24 h, and wanes by 72 h.	manual_curated_from_paper
GSE264344	GSE264344	GSE264344_design__T=dLN__H=6__B=NA__G=delivery_ad5__VS=baseline_0	<local_project_root>/00_metadata/verified_metadata/scoring/GSE264344/GSE264344_design.tsv	<local_project_root>/00_metadata/verified_metadata/splited/GSE264344_design/GSE264344_design__T=dLN__H=6__B=NA__G=delivery_ad5__VS=baseline_0.tsv	SRR28740143; SRR28740145; SRR28740147; SRR28740149; SRR28740211	SRR28740124; SRR28740125; SRR28740126; SRR28740127; SRR28740128	5	5	10	Mus musculus	dLN	NA	in vivo	NA	6	0; 6	delivery_ad5	baseline_0	delivery ad5	baseline 0	CONTROL; DELIVERY	adenoviral vector	adenoviral vector	NA	NA	NA	40162786	10.1128/jvi.00247-25	Early spatiotemporal evolution of the immune response elicited by adenovirus serotype 26 vector vaccination in mice	2025	GEO	GSE264344	Anchor	Locked anchor	FALSE	5.288429542245774	1	TRUE	TRUE	Strict anchor used for portability checks and frozen-score validation.	Not independent of the anchor evidence except in leave-one-anchor-out analysis. Organism metadata unavailable in inspected design files.	NA	NA	time_h <= 24: locked anchor discovery evidence	verified_from_local_metadata_and_manual_paper_context	scored_in_current_transfer_eval	strong_expected_acute_innate_signal_for_1_to_24h; weak_but_biologically_explainable_for_72h	Strong positive IMRS at 1-24 h matches acute innate tissue response. Weak 72 h IMRS matches waning tissue-time kinetics, not model failure.	strong_expected_acute_innate_signal	matches_paper_context	1-24 h rows = locked anchor; 72 h rows = extended validation/kinetic context.	Time-course rows must not be pooled as one biological role.	Mouse Ad26/Ad5 vector vaccination time course across blood, muscle, and draining lymph node from 1 h to 72 h. The paper reports that innate immune response begins by 1 h, evolves across tissues within 24 h, and wanes by 72 h.	manual_curated_from_paper
